item_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id
ITM11226,Groceries,88,61,7,8,47.5,6.54,0.35,L12
ITM11227,Electronics,148,96,13,3,24.93,7.93,0.72,L29
ITM11228,Groceries,215,40,5,2,25.64,5.56,0.48,L15
ITM11229,Automotive,159,73,13,6,31.44,6.44,0.57,L60
ITM11230,Groceries,463,80,7,9,1.17,9.89,0.93,L16
ITM11231,Apparel,302,42,3,8,46.63,4.66,0.2,L83
ITM11232,Electronics,331,94,5,7,18.71,1.13,0.16,L20
ITM11233,Apparel,253,11,6,2,20.45,9.59,0.87,L64
ITM11234,Apparel,42,27,7,6,9.53,8.03,0.8,L92
ITM11235,Automotive,172,56,12,6,19.53,4.28,0.34,L38
ITM11236,Electronics,296,42,11,7,40.39,9.83,0.39,L66
ITM11237,Electronics,80,93,6,7,40.2,3.78,0.38,L91
ITM11238,Electronics,338,44,5,4,46.85,4.04,0.68,L35
ITM11239,Electronics,397,60,12,9,20.76,6.29,0.16,L54
ITM11240,Electronics,71,27,3,5,35.73,3.11,0.54,L62
ITM11241,Automotive,363,97,12,5,25.85,7.14,0.22,L61
ITM11242,Groceries,172,81,8,2,40.4,1.95,0.84,L32
ITM11243,Apparel,256,39,9,5,35.91,1.53,0.44,L59
ITM11244,Electronics,330,53,12,2,19.03,5.58,0.57,L71
ITM11245,Groceries,321,62,10,8,17.5,5.78,0.13,L19
ITM11246,Groceries,51,19,14,6,13.37,1.51,0.15,L50
ITM11247,Apparel,74,96,3,4,29.25,9.66,0.71,L25
ITM11248,Automotive,371,61,14,4,48.23,5.95,0.79,L77
ITM11249,Pharma,408,58,6,9,10.8,1.93,0.74,L66
ITM11250,Pharma,55,20,13,9,5.67,3.46,0.76,L96
ITM11251,Groceries,129,75,7,6,6.85,8.1,0.19,L18
ITM11252,Apparel,196,67,4,7,39.37,5.47,0.72,L9
ITM11253,Pharma,381,99,3,9,18.16,2.29,0.26,L36
ITM11254,Groceries,333,45,10,9,11.99,1.48,0.19,L99
ITM11255,Automotive,314,42,8,3,18.29,4.59,0.78,L54
ITM11256,Pharma,355,56,7,3,32.62,3.71,0.9,L44
ITM11257,Groceries,116,22,11,5,27.79,6.73,0.75,L65
ITM11258,Groceries,388,49,13,7,37.44,9.29,0.83,L35
ITM11259,Electronics,232,98,13,2,17.61,2.85,0.99,L1
ITM11260,Automotive,336,77,4,8,23.15,8.62,0.22,L37
ITM11261,Electronics,156,51,12,4,6.0,9.24,0.97,L93
ITM11262,Apparel,25,28,14,5,4.58,9.07,0.64,L39
ITM11263,Electronics,128,91,10,9,23.65,9.54,0.83,L76
ITM11264,Electronics,54,28,13,6,15.78,8.5,0.69,L75
ITM11265,Pharma,58,67,12,7,31.03,6.14,0.61,L85
ITM11266,Groceries,169,32,11,9,3.11,4.39,0.73,L63
ITM11267,Automotive,444,63,3,4,6.97,5.17,0.39,L20
ITM11268,Electronics,137,89,9,2,43.39,8.79,0.93,L58
ITM11269,Automotive,280,74,10,2,28.75,3.36,0.2,L69
ITM11270,Electronics,445,21,5,3,35.89,2.01,0.39,L62
ITM11271,Apparel,106,33,6,5,42.26,1.84,0.13,L45
ITM11272,Electronics,484,43,5,9,23.73,8.36,0.34,L43
ITM11273,Pharma,95,62,9,6,38.29,7.73,0.3,L71
ITM11274,Groceries,490,17,11,4,26.7,5.23,0.14,L98
ITM11275,Apparel,483,27,5,9,11.91,3.11,0.54,L70
ITM11276,Electronics,470,66,8,8,17.55,6.94,0.52,L49
ITM11277,Automotive,433,14,10,2,25.03,0.87,0.17,L59
ITM11278,Apparel,332,35,8,9,16.53,5.9,0.34,L42
ITM11279,Apparel,402,39,4,4,17.44,4.29,0.96,L25
ITM11280,Electronics,233,63,9,6,17.53,9.79,0.2,L90
ITM11281,Apparel,476,22,4,4,7.02,5.32,0.37,L31
ITM11282,Automotive,304,92,4,5,5.15,5.75,0.13,L74
ITM11283,Apparel,258,38,4,3,3.28,7.27,0.23,L50
ITM11284,Automotive,184,12,13,4,6.44,5.1,0.73,L30
ITM11285,Electronics,106,99,3,7,17.84,2.63,0.43,L100
ITM11286,Groceries,160,67,13,9,30.1,5.6,0.51,L53
ITM11287,Apparel,179,85,3,3,10.22,9.47,0.24,L6
ITM11288,Groceries,65,11,9,6,44.51,4.39,0.71,L41
ITM11289,Automotive,391,84,14,3,40.61,6.96,0.78,L96
ITM11290,Apparel,131,37,7,4,26.51,9.79,0.26,L61
ITM11291,Pharma,426,91,13,4,36.49,8.38,0.14,L91
ITM11292,Groceries,64,86,5,7,18.95,6.76,0.17,L49
ITM11293,Apparel,420,95,3,2,2.8,7.49,0.69,L50
ITM11294,Groceries,266,85,13,9,45.31,9.4,0.22,L85
ITM11295,Apparel,123,11,12,7,7.26,9.62,0.54,L84
ITM11296,Electronics,104,16,8,4,47.45,9.71,0.24,L20
ITM11297,Groceries,469,35,13,8,29.02,6.44,0.25,L64
ITM11298,Pharma,153,99,3,3,15.97,4.15,0.1,L5
ITM11299,Pharma,127,97,11,7,25.28,1.76,0.39,L17
ITM11300,Automotive,37,85,4,7,25.58,4.16,0.18,L65
ITM11301,Apparel,113,25,3,9,2.14,9.46,0.45,L76
ITM11302,Groceries,169,32,14,8,18.42,8.95,0.64,L43
ITM11303,Automotive,265,49,9,8,37.25,5.47,0.43,L13
ITM11304,Groceries,308,69,8,8,25.99,5.6,0.73,L57
ITM11305,Apparel,433,82,8,9,12.97,3.43,0.77,L13
ITM11306,Pharma,228,41,7,2,17.42,4.82,0.73,L68
ITM11307,Electronics,145,24,13,4,43.29,7.29,0.94,L59
ITM11308,Pharma,254,22,6,4,26.75,4.32,0.31,L2
ITM11309,Automotive,435,14,13,6,26.89,2.29,0.27,L93
ITM11310,Electronics,445,84,6,9,48.11,5.64,0.65,L19
ITM11311,Automotive,481,83,5,2,16.72,2.64,0.64,L53
ITM11312,Apparel,141,61,12,6,24.5,9.76,0.56,L84
ITM11313,Electronics,157,86,10,6,40.77,4.21,0.1,L20
ITM11314,Automotive,134,50,9,6,38.19,9.14,0.6,L10
ITM11315,Apparel,439,62,11,9,14.02,2.64,0.94,L61
ITM11316,Pharma,181,59,3,5,8.4,2.3,0.4,L34
ITM11317,Apparel,220,24,9,6,35.33,6.36,0.97,L44
ITM11318,Groceries,253,16,12,7,13.63,7.9,0.42,L80
ITM11319,Apparel,47,49,6,3,46.21,5.88,0.23,L89
ITM11320,Apparel,30,37,9,7,7.33,2.68,0.46,L51
ITM11321,Groceries,225,41,14,7,16.6,0.86,0.55,L84
ITM11322,Automotive,186,24,3,4,3.68,6.37,0.67,L11
ITM11323,Automotive,266,94,7,5,35.46,1.74,0.55,L43
ITM11324,Apparel,66,79,5,9,44.67,3.76,0.58,L87
ITM11325,Groceries,265,74,7,6,32.16,6.92,0.12,L69
ITM11326,Groceries,146,13,6,4,46.95,1.43,0.33,L49
ITM11327,Pharma,166,20,4,2,7.3,1.71,0.38,L41
ITM11328,Automotive,137,35,13,2,5.3,1.09,0.99,L81
ITM11329,Electronics,418,70,6,9,42.08,9.96,0.37,L92
ITM11330,Automotive,401,46,5,4,42.92,4.18,0.91,L98
ITM11331,Automotive,431,32,3,3,41.72,9.11,0.37,L63
ITM11332,Pharma,171,94,14,9,40.15,3.29,0.19,L70
ITM11333,Electronics,91,49,12,4,18.75,7.66,0.32,L5
ITM11334,Pharma,382,86,10,4,11.66,2.58,0.35,L80
ITM11335,Electronics,156,32,7,5,46.51,5.23,0.98,L9
ITM11336,Apparel,194,25,6,9,16.04,8.33,0.71,L31
ITM11337,Electronics,308,70,12,2,20.52,8.26,0.94,L81
ITM11338,Pharma,465,77,14,2,35.28,8.05,0.85,L88
ITM11339,Automotive,38,89,7,6,15.37,8.33,0.62,L37
ITM11340,Electronics,214,40,6,7,41.14,2.51,0.71,L30
ITM11341,Electronics,349,62,5,9,4.43,5.08,0.66,L96
ITM11342,Groceries,443,34,7,4,39.77,5.11,0.7,L12
ITM11343,Automotive,194,53,6,9,30.49,8.96,0.34,L56
ITM11344,Apparel,468,21,3,4,29.08,3.32,0.47,L13
ITM11345,Pharma,432,99,14,3,23.46,9.35,0.63,L98
ITM11346,Apparel,453,18,5,9,14.58,4.78,0.13,L82
ITM11347,Automotive,373,21,12,8,23.74,6.86,0.53,L91
ITM11348,Electronics,160,78,12,8,23.05,3.05,0.87,L13
ITM11349,Electronics,265,63,10,2,29.6,4.4,0.54,L57
ITM11350,Automotive,404,63,9,3,14.8,7.24,0.6,L22
ITM11351,Electronics,437,37,4,5,4.8,5.37,0.28,L89
ITM11352,Electronics,112,65,3,6,8.11,9.34,0.81,L39
ITM11353,Electronics,451,78,5,3,35.26,7.5,0.42,L4
ITM11354,Pharma,258,86,7,2,2.1,5.86,0.96,L6
ITM11355,Pharma,224,67,12,5,42.97,8.92,0.99,L42
ITM11356,Groceries,67,87,13,4,35.03,6.82,0.92,L8
ITM11357,Apparel,452,84,14,5,38.64,6.65,0.18,L38
ITM11358,Automotive,264,51,3,7,41.96,2.84,0.4,L46
ITM11359,Automotive,339,47,5,9,7.01,4.25,0.95,L48
ITM11360,Automotive,336,77,5,3,41.3,6.99,0.82,L56
ITM11361,Groceries,432,62,7,2,25.73,8.97,0.92,L19
ITM11362,Pharma,314,42,5,3,44.39,3.5,0.62,L32
ITM11363,Groceries,147,80,11,4,44.44,2.55,0.53,L68
ITM11364,Automotive,363,65,3,8,2.18,6.14,0.2,L53
ITM11365,Apparel,301,81,6,4,19.76,1.14,0.86,L73
ITM11366,Electronics,36,60,12,2,26.79,7.29,0.77,L88
ITM11367,Pharma,90,83,12,7,34.24,7.18,0.15,L24
ITM11368,Pharma,288,52,6,6,15.02,3.87,0.29,L22
ITM11369,Groceries,344,24,3,9,13.35,8.98,0.6,L23
ITM11370,Pharma,301,47,4,9,19.68,5.27,0.72,L11
ITM11371,Automotive,324,24,13,5,25.55,6.63,0.22,L79
ITM11372,Automotive,470,14,3,5,47.61,2.49,0.32,L49
ITM11373,Groceries,26,92,8,4,38.34,4.46,0.27,L80
ITM11374,Automotive,333,63,5,3,22.04,8.69,0.3,L88
ITM11375,Apparel,324,60,9,8,3.66,2.52,0.93,L31
ITM11376,Groceries,122,19,7,3,9.26,4.21,0.74,L64
ITM11377,Apparel,328,21,11,7,23.34,3.52,0.76,L75
ITM11378,Electronics,212,13,9,6,40.88,1.94,0.81,L19
ITM11379,Apparel,260,27,6,9,19.65,3.25,0.42,L30
ITM11380,Electronics,81,89,7,3,27.39,2.71,0.79,L60
ITM11381,Electronics,36,45,7,9,44.7,9.27,0.98,L82
ITM11382,Apparel,190,34,13,5,45.78,7.54,0.73,L33
ITM11383,Groceries,44,96,7,9,11.57,3.5,0.48,L59
ITM11384,Automotive,270,85,12,8,3.14,7.75,0.74,L33
ITM11385,Automotive,272,45,11,9,15.97,0.71,0.91,L86
ITM11386,Electronics,406,76,12,3,35.09,5.5,0.22,L2
ITM11387,Electronics,226,18,5,8,47.6,2.88,0.34,L60
ITM11388,Groceries,48,70,8,9,4.77,1.59,0.93,L37
ITM11389,Pharma,136,62,10,6,2.4,8.9,0.95,L87
ITM11390,Apparel,435,27,13,5,44.32,2.39,0.54,L70
ITM11391,Electronics,301,52,11,9,37.66,8.31,0.44,L21
ITM11392,Automotive,399,44,9,8,49.62,4.43,0.35,L10
ITM11393,Groceries,163,72,14,3,20.44,0.64,0.55,L57
ITM11394,Apparel,44,87,5,5,21.39,7.46,0.94,L45
ITM11395,Groceries,329,13,3,4,9.44,6.17,0.23,L76
ITM11396,Apparel,175,50,6,4,6.68,3.77,0.48,L39
ITM11397,Apparel,92,54,8,7,29.36,3.17,0.92,L82
ITM11398,Electronics,139,59,5,4,18.85,1.2,0.41,L55
ITM11399,Groceries,331,88,3,3,4.94,9.44,0.79,L89
ITM11400,Groceries,340,37,8,6,44.46,5.19,0.45,L33
ITM11401,Automotive,112,51,3,5,10.72,1.31,0.82,L59
ITM11402,Automotive,105,89,11,8,37.68,8.75,0.98,L39
ITM11403,Electronics,355,85,13,2,14.83,3.15,0.45,L26
ITM11404,Electronics,444,78,14,4,40.83,2.43,0.86,L50
ITM11405,Pharma,383,10,3,4,6.8,3.17,0.99,L62
ITM11406,Automotive,454,48,8,2,38.05,5.86,0.99,L14
ITM11407,Apparel,137,99,3,8,5.81,1.2,0.49,L31
ITM11408,Groceries,252,26,14,8,22.9,5.08,0.54,L49
ITM11409,Electronics,218,97,9,2,36.97,9.01,0.37,L74
ITM11410,Groceries,225,44,5,8,9.49,2.29,0.38,L46
ITM11411,Groceries,432,55,8,3,15.0,3.65,0.54,L74
ITM11412,Pharma,358,51,9,8,43.37,4.26,0.28,L38
ITM11413,Automotive,166,48,3,5,44.37,6.07,0.74,L90
ITM11414,Electronics,469,99,3,8,3.2,9.23,0.58,L38
ITM11415,Groceries,444,58,7,9,9.24,4.25,0.91,L3
ITM11416,Electronics,448,71,8,9,6.76,1.16,0.83,L85
ITM11417,Apparel,290,47,11,4,9.8,3.81,0.39,L51
ITM11418,Pharma,406,32,3,6,48.54,2.31,0.56,L36
ITM11419,Apparel,158,31,6,3,28.03,6.69,0.78,L2
ITM11420,Electronics,200,13,12,3,23.94,0.78,0.27,L73
ITM11421,Electronics,449,58,10,8,49.24,3.27,0.13,L88
ITM11422,Automotive,49,68,12,6,28.29,5.68,0.87,L100
ITM11423,Groceries,76,82,11,6,33.39,3.13,0.22,L96
ITM11424,Groceries,251,77,5,7,17.31,5.73,0.9,L7
ITM11425,Apparel,165,80,13,6,19.72,1.59,0.92,L78
ITM11426,Pharma,454,96,4,8,30.13,9.46,0.51,L96
ITM11427,Groceries,403,11,6,8,4.42,3.26,0.83,L64
ITM11428,Automotive,67,58,4,2,13.54,9.27,0.43,L37
ITM11429,Apparel,213,97,3,4,10.64,3.6,0.87,L100
ITM11430,Apparel,243,40,14,9,1.78,7.93,0.84,L30
ITM11431,Automotive,155,49,5,7,27.31,2.84,0.17,L78
ITM11432,Pharma,41,57,9,8,28.49,6.86,0.62,L46
ITM11433,Automotive,25,60,3,2,19.81,3.58,0.68,L29
ITM11434,Pharma,223,52,4,7,14.17,5.34,0.1,L82
ITM11435,Automotive,258,64,3,4,32.95,6.9,0.98,L25
ITM11436,Automotive,204,97,10,7,7.6,6.09,0.47,L80
ITM11437,Electronics,379,58,7,2,26.41,5.97,0.57,L33
ITM11438,Apparel,311,99,10,5,38.64,1.12,0.28,L87
ITM11439,Automotive,354,89,5,9,9.05,2.87,0.65,L97
ITM11440,Automotive,239,66,14,8,37.91,5.93,0.83,L93
ITM11441,Groceries,135,86,9,9,38.28,0.67,0.63,L99
ITM11442,Apparel,332,24,10,4,3.94,2.88,0.81,L85
ITM11443,Groceries,68,36,8,3,1.92,2.68,0.76,L88
ITM11444,Apparel,192,77,9,4,48.72,2.87,0.31,L18
ITM11445,Groceries,101,89,14,4,10.48,5.59,0.49,L81
ITM11446,Automotive,341,73,4,4,41.28,6.03,0.23,L13
ITM11447,Automotive,352,39,10,5,28.53,9.14,0.14,L81
ITM11448,Electronics,64,45,7,8,13.96,4.17,0.16,L83
ITM11449,Groceries,354,76,9,2,7.37,9.3,0.95,L6
ITM11450,Pharma,39,95,3,8,25.34,6.69,0.99,L40
ITM11451,Electronics,467,95,7,3,20.96,9.17,0.19,L57
ITM11452,Groceries,240,58,3,2,35.25,8.42,0.4,L5
ITM11453,Groceries,142,85,14,7,45.3,7.03,0.2,L75
ITM11454,Electronics,253,64,10,7,40.46,3.88,0.85,L47
ITM11455,Automotive,240,94,6,7,14.45,2.79,0.55,L94
ITM11456,Groceries,342,65,6,2,44.07,2.61,0.66,L17
ITM11457,Automotive,358,77,4,6,41.84,9.55,0.59,L12
ITM11458,Electronics,22,53,7,5,46.53,9.61,0.74,L38
ITM11459,Automotive,201,40,3,6,23.47,7.39,0.39,L42
ITM11460,Apparel,225,67,11,8,38.66,8.9,0.22,L96
ITM11461,Pharma,339,96,7,7,29.99,9.23,0.12,L54
ITM11462,Groceries,59,62,8,5,16.21,5.36,0.5,L23
ITM11463,Pharma,78,93,4,2,49.73,6.48,0.92,L26
ITM11464,Automotive,458,88,12,7,2.88,4.48,0.37,L17
ITM11465,Groceries,81,32,12,2,8.95,4.48,0.28,L70
ITM11466,Automotive,151,37,3,5,44.73,0.87,0.93,L47
ITM11467,Apparel,79,25,6,2,3.97,4.62,0.19,L68
ITM11468,Electronics,391,46,9,2,44.45,6.9,0.15,L65
ITM11469,Groceries,350,30,8,3,36.05,4.51,0.89,L35
ITM11470,Apparel,141,88,12,8,2.8,8.79,0.73,L22
ITM11471,Apparel,498,26,3,6,22.04,3.66,0.48,L33
ITM11472,Groceries,126,46,3,9,37.97,1.76,0.78,L62
ITM11473,Automotive,115,86,10,6,29.57,8.21,0.77,L38
ITM11474,Apparel,366,28,6,6,46.86,6.9,0.14,L96
ITM11475,Pharma,433,39,7,4,43.51,2.8,0.71,L44
ITM11476,Apparel,254,54,9,3,17.3,5.6,0.68,L15
ITM11477,Automotive,405,27,10,9,5.15,4.32,0.97,L60
ITM11478,Automotive,81,87,12,7,47.27,9.42,0.97,L10
ITM11479,Pharma,275,71,9,7,26.35,6.27,0.44,L19
ITM11480,Apparel,68,45,4,7,4.65,2.0,0.63,L97
ITM11481,Automotive,412,93,6,6,41.01,5.27,0.23,L29
ITM11482,Groceries,367,61,12,8,43.56,8.69,0.16,L87
ITM11483,Electronics,178,28,14,6,32.33,6.88,0.49,L93
ITM11484,Electronics,143,53,3,9,22.93,8.5,0.72,L87
ITM11485,Electronics,336,16,12,8,33.45,2.88,0.61,L51
ITM11486,Apparel,226,53,11,3,35.63,8.94,0.49,L72
ITM11487,Pharma,67,77,5,8,44.76,7.68,0.84,L47
ITM11488,Automotive,428,43,14,9,47.84,7.42,0.81,L12
ITM11489,Groceries,439,75,5,2,26.2,3.79,0.76,L51
ITM11490,Groceries,155,78,12,6,40.13,8.93,0.17,L2
ITM11491,Apparel,220,64,11,7,48.26,6.56,0.82,L34
ITM11492,Electronics,269,19,12,2,8.41,8.59,0.93,L69
ITM11493,Apparel,333,51,5,6,1.9,3.93,0.15,L16
ITM11494,Pharma,376,50,10,5,43.58,1.88,0.46,L59
ITM11495,Pharma,387,86,4,4,10.57,3.66,0.99,L48
ITM11496,Automotive,448,78,5,6,3.08,4.83,0.64,L87
ITM11497,Automotive,337,19,4,5,8.84,5.57,0.56,L96
ITM11498,Pharma,314,19,3,9,19.82,5.35,0.26,L87
ITM11499,Pharma,499,69,4,3,11.74,5.69,0.61,L34
ITM11500,Pharma,333,60,10,5,15.96,8.5,0.5,L75
ITM11501,Apparel,228,30,11,3,48.79,2.12,0.21,L49
ITM11502,Pharma,374,17,4,6,35.52,3.5,0.52,L82
ITM11503,Groceries,230,74,9,3,35.9,8.94,0.25,L48
ITM11504,Electronics,211,87,7,5,5.64,5.82,0.76,L14
ITM11505,Pharma,63,94,5,8,36.87,6.04,0.98,L87
ITM11506,Electronics,48,39,11,4,37.23,5.04,0.52,L30
ITM11507,Apparel,78,94,8,2,33.33,5.72,0.67,L61
ITM11508,Electronics,90,58,13,2,12.19,2.38,0.49,L4
ITM11509,Apparel,111,18,3,4,21.73,5.7,0.22,L80
ITM11510,Groceries,284,26,7,7,42.47,9.97,0.97,L72
ITM11511,Apparel,402,78,9,2,33.84,5.88,0.22,L42
ITM11512,Apparel,239,67,6,9,36.91,0.92,0.2,L79
ITM11513,Automotive,409,66,10,6,29.78,8.07,0.51,L29
ITM11514,Pharma,432,71,12,7,23.03,4.27,0.69,L83
ITM11515,Pharma,461,61,7,6,38.19,1.96,0.42,L9
ITM11516,Groceries,420,70,11,5,4.33,8.69,0.27,L82
ITM11517,Groceries,419,49,11,9,33.98,2.38,0.84,L60
ITM11518,Pharma,234,47,11,5,49.86,9.25,0.43,L90
ITM11519,Automotive,498,52,3,7,39.23,4.7,0.27,L39
ITM11520,Pharma,406,72,4,7,15.24,7.56,0.43,L84
ITM11521,Automotive,296,28,5,9,14.61,5.7,0.29,L53
ITM11522,Groceries,83,59,6,9,33.69,2.94,0.57,L15
ITM11523,Electronics,365,42,12,7,44.9,6.88,0.7,L18
ITM11524,Groceries,311,22,11,7,29.32,9.6,0.82,L6
ITM11525,Groceries,264,87,12,3,26.84,7.81,0.3,L5
ITM11526,Apparel,489,71,8,8,8.86,6.24,0.25,L39
ITM11527,Apparel,81,52,3,7,36.06,9.91,0.12,L64
ITM11528,Apparel,445,58,14,9,35.41,3.02,0.31,L15
ITM11529,Apparel,351,45,11,8,48.38,1.09,0.12,L13
ITM11530,Automotive,189,19,8,7,15.71,0.81,0.41,L31
ITM11531,Pharma,464,15,6,5,38.07,7.25,0.23,L69
ITM11532,Electronics,288,66,6,6,22.27,8.39,0.62,L18
ITM11533,Groceries,286,10,5,8,28.37,6.53,0.45,L50
ITM11534,Automotive,73,80,9,5,41.01,9.1,0.18,L59
ITM11535,Electronics,35,67,5,2,11.88,7.13,0.46,L48
ITM11536,Automotive,27,30,4,9,17.8,4.02,0.29,L86
ITM11537,Automotive,123,89,12,3,38.89,2.22,0.71,L96
ITM11538,Groceries,78,65,10,3,28.95,9.28,0.43,L90
ITM11539,Pharma,332,96,6,6,5.53,1.48,0.23,L70
ITM11540,Apparel,59,29,10,7,22.08,5.66,0.41,L54
ITM11541,Pharma,256,63,3,5,29.75,3.48,0.3,L76
ITM11542,Groceries,462,34,7,2,45.57,3.08,0.82,L96
ITM11543,Groceries,405,37,11,5,10.24,6.64,0.99,L94
ITM11544,Groceries,113,14,3,9,40.49,2.7,0.12,L20
ITM11545,Electronics,241,30,13,9,7.4,9.21,0.72,L54
ITM11546,Pharma,223,27,6,7,12.87,4.36,0.34,L84
ITM11547,Pharma,157,56,8,7,12.92,6.94,0.16,L13
ITM11548,Automotive,319,79,12,9,44.0,7.41,0.11,L63
ITM11549,Automotive,414,66,10,4,10.75,6.99,0.89,L79
ITM11550,Automotive,226,28,5,9,39.56,9.08,0.42,L53
ITM11551,Groceries,355,74,7,5,23.63,2.7,1.0,L36
ITM11552,Pharma,100,12,9,6,49.96,1.32,0.5,L5
ITM11553,Groceries,237,51,3,5,42.12,1.03,0.27,L89
ITM11554,Electronics,21,30,9,3,37.25,8.84,0.8,L48
ITM11555,Automotive,197,49,14,2,43.67,9.75,0.93,L28
ITM11556,Groceries,415,76,13,8,32.07,3.37,0.83,L57
ITM11557,Groceries,390,34,10,6,42.34,7.09,0.77,L57
ITM11558,Electronics,365,64,10,4,13.8,0.58,0.4,L31
ITM11559,Apparel,298,93,11,2,5.79,2.29,0.16,L47
ITM11560,Pharma,165,61,8,2,31.18,7.05,0.28,L13
ITM11561,Apparel,337,53,14,8,22.3,1.13,0.5,L88
ITM11562,Automotive,243,94,8,3,21.9,4.95,0.96,L48
ITM11563,Groceries,388,65,4,3,26.81,6.79,0.75,L70
ITM11564,Electronics,403,64,5,3,18.71,7.78,0.85,L83
ITM11565,Electronics,81,96,6,6,31.68,4.81,0.35,L46
ITM11566,Pharma,313,79,6,5,2.5,6.49,0.72,L8
ITM11567,Apparel,258,86,10,2,48.52,5.63,0.88,L51
ITM11568,Pharma,214,96,3,5,46.31,1.0,0.53,L36
ITM11569,Groceries,185,82,12,5,46.83,7.56,0.49,L25
ITM11570,Pharma,470,90,6,3,18.89,2.14,0.75,L16
ITM11571,Electronics,241,75,13,5,27.06,0.8,0.6,L59
ITM11572,Electronics,80,28,14,2,47.75,4.79,0.99,L12
ITM11573,Automotive,148,92,13,2,45.21,8.72,0.48,L85
ITM11574,Automotive,497,16,13,7,39.72,1.93,0.26,L28
ITM11575,Groceries,192,72,6,4,20.96,0.62,0.52,L83
ITM11576,Apparel,499,51,3,6,28.65,1.54,0.31,L82
ITM11577,Pharma,175,51,5,5,39.85,3.95,0.61,L77
ITM11578,Groceries,424,68,7,6,14.38,6.01,0.21,L3
ITM11579,Automotive,397,29,8,6,31.7,2.33,0.95,L7
ITM11580,Pharma,129,82,11,6,41.57,8.12,0.87,L43
ITM11581,Automotive,288,26,11,8,35.67,7.66,0.24,L32
ITM11582,Pharma,430,36,11,9,24.49,7.11,0.26,L17
ITM11583,Apparel,375,56,13,7,29.65,5.13,0.56,L73
ITM11584,Groceries,410,11,3,6,49.45,3.97,0.8,L27
ITM11585,Pharma,297,72,14,9,30.5,4.07,0.3,L9
ITM11586,Electronics,93,71,11,9,39.5,5.28,0.15,L98
ITM11587,Electronics,456,28,10,7,36.6,1.23,0.59,L71
ITM11588,Pharma,482,26,4,2,35.37,6.98,0.72,L27
ITM11589,Pharma,226,78,13,8,36.1,3.84,0.32,L76
ITM11590,Pharma,407,48,3,5,23.27,2.64,0.77,L28
ITM11591,Electronics,499,91,3,7,24.23,3.14,0.96,L30
ITM11592,Electronics,298,80,14,4,23.93,2.21,0.22,L43
ITM11593,Pharma,394,90,8,9,2.63,9.06,0.56,L100
ITM11594,Automotive,345,48,11,6,12.81,2.11,0.15,L19
ITM11595,Automotive,491,45,9,9,8.57,8.89,0.29,L77
ITM11596,Apparel,359,49,7,8,44.44,5.94,0.18,L1
ITM11597,Groceries,376,54,13,4,14.47,8.74,0.46,L36
ITM11598,Automotive,359,13,4,2,7.78,5.0,0.84,L19
ITM11599,Electronics,223,34,3,2,6.87,9.31,0.62,L17
ITM11600,Automotive,180,78,4,3,35.3,2.51,0.3,L70
ITM11601,Apparel,47,39,3,6,1.3,5.77,0.14,L33
ITM11602,Apparel,411,85,5,3,24.09,1.7,0.6,L23
ITM11603,Groceries,276,77,8,8,6.82,4.75,0.22,L15
ITM11604,Automotive,184,97,10,4,42.63,5.91,0.41,L85
ITM11605,Electronics,82,38,5,9,47.96,6.25,0.56,L4
ITM11606,Electronics,41,82,12,5,47.98,3.97,0.91,L17
ITM11607,Pharma,89,77,11,3,22.66,1.23,0.17,L2
ITM11608,Electronics,400,60,12,2,32.58,6.73,0.7,L46
ITM11609,Groceries,424,33,7,6,30.39,5.14,0.11,L31
ITM11610,Groceries,115,23,9,9,18.15,1.8,0.67,L76
ITM11611,Electronics,182,78,10,4,22.76,9.39,0.6,L42
ITM11612,Electronics,98,27,5,7,4.15,9.58,0.83,L3
ITM11613,Pharma,24,51,4,8,39.99,8.64,0.58,L23
ITM11614,Electronics,335,66,4,8,12.8,8.52,0.42,L34
ITM11615,Pharma,139,92,7,2,23.57,1.44,0.32,L7
ITM11616,Pharma,321,21,3,7,24.55,9.94,0.18,L17
ITM11617,Electronics,197,91,4,8,28.47,4.3,0.58,L95
ITM11618,Apparel,195,26,11,5,41.08,2.05,0.9,L54
ITM11619,Apparel,409,39,9,9,34.9,8.21,0.56,L68
ITM11620,Pharma,236,97,8,6,33.49,2.64,0.77,L15
ITM11621,Electronics,75,84,11,9,26.81,5.5,0.37,L96
ITM11622,Apparel,385,32,9,5,5.7,1.72,0.5,L9
ITM11623,Electronics,206,90,13,8,20.7,5.01,0.39,L61
ITM11624,Electronics,251,10,7,5,47.91,5.8,0.2,L58
ITM11625,Electronics,274,88,11,9,49.78,4.74,0.48,L100
ITM11626,Automotive,432,41,8,8,36.79,1.16,0.79,L47
ITM11627,Electronics,474,18,8,6,12.15,5.11,0.46,L66
ITM11628,Automotive,123,24,13,6,5.99,4.95,0.69,L76
ITM11629,Pharma,96,37,6,7,21.32,2.99,0.78,L14
ITM11630,Apparel,249,33,14,5,42.97,9.26,0.39,L58
ITM11631,Apparel,421,69,3,4,36.37,4.47,0.82,L65
ITM11632,Apparel,277,44,7,7,44.31,8.71,0.41,L29
ITM11633,Apparel,283,95,13,6,31.17,1.54,0.33,L79
ITM11634,Apparel,350,36,11,2,7.39,3.53,0.3,L6
